1,2,3,4,5,6,7,8,9,10,name,evolution_stage,skillName,타수,범위,속성,target,targetCount,effect,additionalTurn
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,고스몬,성숙기,유령손톱,3,근거리,어둠,적,단일
0.1111,0.1166,0.1222,0.1277,0.1333,0.1388,0.1444,0.15,0.1555,0.1611,구미호몬,성숙기,호습격,9,원거리,불,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,그라우몬,성숙기,플라즈마 블레이드,2,원거리,천둥,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,그레이몬,성숙기,메가 파이어,1,원거리,불,적,단일,화상
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,꼬끼몬,성숙기,어게인 스타,2,원거리,바람,적,단일
0.1285,0.1346,0.1407,0.1468,0.1529,0.159,0.165,0.1711,0.1772,0.1832,니드몬,성숙기,바늘 뿜기,7,원거리,나무,적,단일,중독
,,,,,,,,,,닌자몬,성숙기,이가류 오의 분신술,보조,자신,바람,자신,,회피율 증가
,,,,,,,,,,다크리자몬,성숙기,다크 인페르노,보조,원거리,어둠,아군,단일,공격력 증가
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,다크티라노몬,성숙기,다크 네일,3,근거리,강철,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,데블드라몬,성숙기,크림슨 네일,1,근거리,물리,적,단일,출혈
0.1666,0.175,0.1833,0.1916,0.2,0.2083,0.2166,0.225,0.2333,0.2416,데블몬,성숙기,데스 클로,6,근거리,어둠,적,단일
0.45,0.4712,0.4925,0.5137,0.535,0.5562,0.5774,0.5987,0.6199,0.6412,델타몬,성숙기,스컬 팡,2,근거리,불,적,단일,화상
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,돌가몬,성숙기,캐논볼,5,원거리,강철,적,단일
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,돌핀몬,성숙기,쉐이킹 펄스,5,원거리,물리,적,단일,스턴
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,두리몬,성숙기,드릴 스핀,5,근거리,물리,적,단일,출혈
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,라프타드라몬,성숙기,크래쉬 차지,2,근거리,강철,적,단일
,,,,,,,,,,레드베지몬,성숙기,구경하기,보조,근거리,나무,자신,,회복
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,레어몬,성숙기,시궁창의 향기,1,원거리,흙,적,단일
0.6,0.635,0.67,0.705,0.74,0.775,0.81,0.845,0.88,0.915,레오몬,성숙기,수왕권,1,원거리,물리,적,단일
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,로오치몬,성숙기,드림 더스트,5,원거리,어둠,적,단일,중독
0.3,0.3141,0.3283,0.3424,0.3566,0.3708,0.385,0.3992,0.4133,0.4275,록몬,성숙기,커스 크림슨,3,원거리,바람,적,단일,중독
1.4666,1.5166,1.5666,1.6166,1.6666,1.7166,1.7666,1.8166,1.8666,1.9166,말벌몬,성숙기,베어 버스터,1,원거리,바람,적,단일,,2.3
0.225,0.2356,0.2462,0.2569,0.2675,0.2781,0.2887,0.2993,0.31,0.3206,매드레오몬,성숙기,부독조,4,근거리,물리,적,단일,중독
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,메라몬,성숙기,마그마 봄,1,원거리,불,적,단일,화상
0.225,0.2356,0.2462,0.2569,0.2675,0.2781,0.2887,0.2993,0.31,0.3206,메카노몬,성숙기,트윙클빔,4,원거리,천둥,적,단일,감전
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,모노크로몬,성숙기,볼케이노 스트라이크,1,원거리,불,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,모야몬,성숙기,똥 공격,2,원거리,흙,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,모털몬,성숙기,아이시클 로드,1,근거리,얼음,적,단일,빙결
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,무사몬,성숙기,베어도 무죄,1,근거리,어둠,적,단일
0.136,0.1424,0.1488,0.1552,0.1616,0.168,0.1744,0.1808,0.1872,0.1936,미노타르몬,성숙기,다크사이드 퀘이크,3,원거리,흙,적,전체
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,버드라몬,성숙기,바람 일으키기,2,원거리,바람,적,단일
0.225,0.2356,0.2462,0.2569,0.2675,0.2781,0.2887,0.2993,0.31,0.3206,번개콩알몬,성숙기,썬더 볼트,4,근거리,천둥,적,단일,감전
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,베지몬,성숙기,샤프 리프,3,원거리,나무,적,단일
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,브이드라몬,성숙기,해머 펀치,3,근거리,강철,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,소울몬,성숙기,네크로매직,1,원거리,어둠,적,단일,방어력 감소
0.0816,0.0854,0.0892,0.093,0.0968,0.1006,0.1044,0.1082,0.112,0.1158,쉘몬,성숙기,아쿠아 캐논,5,원거리,물,적,전체
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,스나이몬,성숙기,샤프 엣지,5,근거리,물리,적,단일,출혈
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,스카몬,성숙기,똥 던지기,1,원거리,물리,적,단일
,,,,,,,,,,스타몬,성숙기,마인드 스캔,1,원거리,빛,적,단일,매료
0.3,0.3141,0.3283,0.3424,0.3566,0.3708,0.385,0.3992,0.4133,0.4275,스팅몬,성숙기,문 슈터,3,원거리,물리,적,단일,중독
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,스파이더몬,성숙기,아라크노 바토토,1,근거리,어둠,적,단일
0.25,0.2625,0.275,0.2875,0.3,0.3125,0.325,0.3375,0.35,0.3625,시드라몬,성숙기,아이스 애로우,4,원거리,얼음,적,단일
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,씨라몬,성숙기,워터 불릿,5,원거리,물,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,아이스몬,성숙기,아이스 스트라이크,1,근거리,얼음,적,단일
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,아큐라몬,성숙기,블라스트 레이저,5,원거리,바람,적,단일,방어력 감소
,,,,,,,,,,에비드라몬,성숙기,랍스터 스텝,보조,근거리,물,자신,,속도 증가
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,에어드라몬,성숙기,갓 토네이도,5,원거리,바람,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,에이프몬,성숙기,여의본,1,원거리,물리,적,단일,스턴
0.45,0.4712,0.4925,0.5137,0.535,0.5562,0.5774,0.5987,0.6199,0.6412,엑스브이몬,성숙기,스트롱 크런치,2,근거리,물리,적,단일,출혈
0.1111,0.1166,0.1222,0.1277,0.1333,0.1388,0.1444,0.15,0.1555,0.1611,엔젤몬,성숙기,헤븐즈 너클,9,원거리,빛,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,연체몬,성숙기,데들리 셰이드,1,원거리,물,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,옥토몬,성숙기,해명묵총,1,원거리,물,적,단일
0.225,0.2356,0.2462,0.2569,0.2675,0.2781,0.2887,0.2993,0.31,0.3206,요우코몬,성숙기,염옥,4,원거리,불,적,단일,화상
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,우가몬,성숙기,뼈 곤봉,1,근거리,물리,적,단일
0.25,0.2625,0.275,0.2875,0.3,0.3125,0.325,0.3375,0.35,0.3625,우드몬,성숙기,브랜치 드레인,4,근거리,나무,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,워매몬,성숙기,똥 투척,1,원거리,흙,적,단일,중독
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,원뿔몬,성숙기,뿔날리기,1,원거리,강철,적,단일
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,위자몬,성숙기,썬더 클라우드,5,원거리,천둥,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,유니몬,성숙기,홀리샷,1,원거리,빛,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,이블몬,성숙기,스크래치 비트,1,원거리,물리,적,단일,출혈
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,캅테리몬,성숙기,전기 충격,1,원거리,천둥,적,단일,감전
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,켄터스몬,성숙기,히트 어퍼,1,근거리,불,적,단일
0.225,0.2356,0.2462,0.2569,0.2675,0.2781,0.2887,0.2993,0.31,0.3206,쿠가몬,성숙기,시저 암즈,4,근거리,물리,적,단일,출혈
0.15,0.1571,0.1642,0.1713,0.1784,0.1854,0.1925,0.1996,0.2067,0.2137,크리사리몬,성숙기,데이터 크러셔,6,근거리,어둠,적,단일,방어력 감소
0.3,0.3141,0.3283,0.3424,0.3566,0.3708,0.385,0.3992,0.4133,0.4275,키위몬,성숙기,노즈 매톡,3,근거리,물리,적,단일,출혈
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,타임몬,성숙기,크로노 브레이커,1,원거리,강철,적,단일,스턴
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,태스크몬,성숙기,혼 드라이버,1,근거리,물리,적,단일
0.1111,0.1166,0.1222,0.1277,0.1333,0.1388,0.1444,0.15,0.1555,0.1611,탱크몬,성숙기,머신건 암,9,원거리,물리,적,단일
0.15,0.1571,0.1642,0.1713,0.1784,0.1854,0.1925,0.1996,0.2067,0.2137,토타몬,성숙기,쉘 팔랑크스,6,원거리,흙,적,단일,출혈
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,토토몬,성숙기,미스터리 오브,1,원거리,불,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,티라노몬,성숙기,슬래쉬 네일,2,근거리,물리,적,단일
0.15,0.1571,0.1642,0.1713,0.1784,0.1854,0.1925,0.1996,0.2067,0.2137,펙크몬,성숙기,수리검 날개,6,원거리,강철,적,단일,출혈
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,프리지몬,성숙기,절대영도 펀치,1,근거리,얼음,적,단일,빙결
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,플라이몬,성숙기,데들리 스팅,3,원거리,어둠,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,해바라기몬,성숙기,선샤인 바주카,1,원거리,나무,적,단일
0.225,0.2356,0.2462,0.2569,0.2675,0.2781,0.2887,0.2993,0.31,0.3206,화염리자몬,성숙기,플레임 타워,4,원거리,불,적,단일,화상
0.4081,0.4273,0.4465,0.4657,0.4849,0.5041,0.5233,0.5425,0.5617,0.5809,황금아르마몬,성숙기,리드미컬 노크,1,원거리,흙,적,전체
0.45,0.4712,0.4925,0.5137,0.535,0.5562,0.5774,0.5987,0.6199,0.6412,가루다몬,완전체,쉐도우 윙,2,근거리,불,적,단일,출혈
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,가비지몬,완전체,더티 소서,3,원거리,물리,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,고그마몬,완전체,자이언트 그레이터,1,근거리,물리,적,단일,스턴
0.3,0.3141,0.3283,0.3424,0.3566,0.3708,0.385,0.3992,0.4133,0.4275,고래몬,완전체,기간토 프레스,3,근거리,물리,적,단일,스턴
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,기가드라몬,완전체,에너지 샷,3,원거리,불,적,단일
0.1,0.1047,0.1094,0.1141,0.1188,0.1235,0.1282,0.1329,0.1376,0.1423,나이트몬,완전체,체크메이트 브레이크,9,근거리,물리,적,단일,출혈
0.15,0.1571,0.1642,0.1713,0.1784,0.1854,0.1925,0.1996,0.2067,0.2137,네오데블몬,완전체,길티 클로,6,근거리,어둠,적,단일,출혈
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,다이버몬,완전체,헬 다이브,1,근거리,물,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,데드메라몬,완전체,히트 체인,2,근거리,강철,적,단일
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,데이터몬,완전체,나노 크래쉬,5,근거리,강철,적,단일
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,도사몬,완전체,호봉찰,5,원거리,어둠,적,단일
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,도우몬,완전체,주금찰,5,원거리,어둠,적,단일
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,드라고몬,완전체,싸우전드 휩,5,근거리,물리,적,단일,출혈
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,디지타몬,완전체,악몽 퍼레이드,1,원거리,어둠,적,단일
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,라일라몬,완전체,라일라 샤워,5,원거리,빛,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,래피드몬,완전체,래피드 파이어,2,원거리,물리,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,레이디데블몬,완전체,뺨 때리기,2,근거리,어둠,적,단일
0.1666,0.175,0.1833,0.1916,0.2,0.2083,0.2166,0.225,0.2333,0.2416,리벨리몬,완전체,맥시멈 디몰리셔,6,근거리,물리,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,릴리몬,완전체,플라워 캐논,1,원거리,나무,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,마구라몬,완전체,보옥,1,원거리,불,적,단일
0.3,0.3141,0.3283,0.3424,0.3566,0.3708,0.385,0.3992,0.4133,0.4275,마린데블몬,완전체,길티 블랙,3,원거리,물,적,단일,중독
,,,,,,,,,,마스터티라노몬,완전체,정신 주입,보조,원거리,불,아군,단일,공격력 증가
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,맘몬,완전체,스노우 볼,1,원거리,얼음,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,메가드라몬,완전체,얼티메이트 슬라이서,2,원거리,바람,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,메가로그라우몬,완전체,더블 엣지,2,원거리,바람,적,단일
0.25,0.2625,0.275,0.2875,0.3,0.3125,0.325,0.3375,0.35,0.3625,메가시드라몬,완전체,썬더 자벨린,4,원거리,천둥,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,메탈그레이몬,완전체,기가 디스트로이어,2,원거리,강철,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,메탈콩알몬,완전체,에너지 봄,1,원거리,불,적,단일,화상
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,메탈티라노몬,완전체,기가 디스트로이어II,1,원거리,물리,적,단일
0.1,0.105,0.11,0.115,0.12,0.125,0.13,0.135,0.14,0.145,묘티스몬,완전체,나이트 레이드,10,원거리,어둠,적,단일
0.25,0.2625,0.275,0.2875,0.3,0.3125,0.325,0.3375,0.35,0.3625,미스티몬,완전체,코어 다트,4,원거리,불,적,단일
0.225,0.2356,0.2462,0.2569,0.2675,0.2781,0.2887,0.2993,0.31,0.3206,미이라몬,완전체,스네이크 밴디지,4,원거리,물리,적,단일,속도 감소
,,,,,,,,,,바알몬,완전체,릭 인포메이션,보조,근거리,어둠,자신,,치명타율 증가
0.25,0.2625,0.275,0.2875,0.3,0.3125,0.325,0.3375,0.35,0.3625,배드퍼펫몬,완전체,네스티 스텝,4,원거리,어둠,적,단일
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,베이더몬,완전체,어브덕션 광선,3,원거리,천둥,적,단일
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,볼케몬,완전체,빅뱅 보이스,5,원거리,바람,적,단일,방어력 감소
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,브롯사몬,완전체,폴리노시스 샤워,5,근거리,나무,적,단일,중독
0.3333,0.35,0.3666,0.3833,0.4,0.4166,0.4333,0.45,0.4666,0.4833,블루메라몬,완전체,콜드 플레임,3,근거리,얼음,적,단일
1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,빅콩알몬,완전체,빅 스마일리 보머,1,원거리,물리,적,단일,,2
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,뿌띠몬,완전체,고져스 비크,1,근거리,물리,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,스컬그레이몬,완전체,그라운드 제로,1,원거리,물리,적,단일
0.102,0.1068,0.1116,0.1164,0.1212,0.126,0.1308,0.1356,0.1404,0.1452,스컬사탄몬,완전체,네일 본,4,원거리,천둥,적,전체
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,스콜피온몬,완전체,스팅거 서프라이즈,1,원거리,강철,적,단일
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,실피드몬,완전체,듀얼 소닉,1,원거리,바람,적,단일,스턴
0.3,0.3141,0.3283,0.3424,0.3566,0.3708,0.385,0.3992,0.4133,0.4275,아라크네몬,완전체,액시드 미스트,3,원거리,바람,적,단일,중독
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,아수라몬,완전체,희로애락,5,근거리,불,적,단일,스턴
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,아트라캅테리몬,완전체,혼 버스터,1,근거리,천둥,적,단일,출혈
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,안드로몬,완전체,개틀링 미사일,2,원거리,물리,적,단일
0.15,0.1571,0.1642,0.1713,0.1784,0.1854,0.1925,0.1996,0.2067,0.2137,야타가라몬,완전체,옹포도신,6,원거리,천둥,적,단일,감전
0.9,0.9425,0.985,1.0275,1.07,1.1125,1.155,1.1975,1.24,1.2825,에어로브이드라몬,완전체,드래곤 임펄스,1,원거리,바람,적,단일,스턴
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,에테몬,완전체,다크 스피릿츠,1,원거리,어둠,적,단일
0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,엔젤우몬,완전체,헤븐즈 참,2,원거리,빛,적,단일
0.102,0.1068,0.1116,0.1164,0.1212,0.126,0.1308,0.1356,0.1404,0.1452,오쿠와몬,완전체,파괴의 충동,4,원거리,빛,적,전체
0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,왕개굴몬,완전체,사무라이 톤,5,원거리,물리,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,운석몬,완전체,빅뱅 블로우,1,근거리,물리,적,단일
1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,워가루몬,완전체,원월차기,1,원거리,바람,적,단일
0.18,0.1885,0.197,0.2055,0.214,0.2225,0.231,0.2395,0.248,0.2565,인펠몬,완전체,바이러스 스케이터,5,근거리,천둥,적,단일,감전
0.45,0.4712,0.4925,0.5137,0.535,0.5562,0.5774,0.5987,0.6199,0.6412,조커몬,완전체,루나틱 슬래시,2,원거리,어둠,적,단일,출혈
